sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-000905,TreatmentA,B01,104.48,1.38,0.2626,66,116.49,0.4158,0.3567,75.44,13.21,6,7.1,1,1
STR-000906,TreatmentA,B03,103.12,1.3,0.2239,514,47.97,0.4017,0.5224,27.9,23.89,3,5.45,1,0
STR-000907,Control,B03,113.68,1.92,0.254,112,25.93,0.3341,0.2467,59.68,27.35,2,6.4,0,1
STR-000908,TreatmentB,B02,109.55,2.31,0.2122,225,33.33,0.5348,0.3652,37.86,22.15,2,4.02,0,0
STR-000909,TreatmentA,B03,107.04,2.3,0.2766,204,28.26,0.2703,0.4749,19.43,20.64,3,9.67,1,0
STR-000910,Control,B02,95.99,3.26,0.2781,170,26.57,0.6359,0.1532,24.11,24.28,4,5.08,0,0
STR-000911,Control,B03,96.06,1.97,0.2713,128,76.36,0.3611,0.3551,42.62,28.73,2,7.5,0,1
STR-000912,TreatmentB,B02,99.53,0.76,0.2529,273,38.77,0.2575,0.1311,39.75,30.94,4,9.31,0,1
STR-000913,TreatmentB,B01,76.95,1.15,0.2631,715,9.73,0.3676,0.1736,22.32,26.34,0,7.1,1,1
STR-000914,TreatmentB,B02,104.35,1.44,0.2099,221,40.65,0.6255,0.2974,28.16,21.99,1,6.08,0,1
STR-000915,Control,B03,102.5,2.51,0.2386,592,21.09,0.3957,0.3983,70.31,26.36,3,9.95,0,0
STR-000916,Control,B01,106.04,2.1,0.1848,622,23.53,0.3427,0.4445,31.06,34.08,3,6.59,1,1
STR-000917,TreatmentA,B03,105.03,2.1,0.2541,476,43.38,0.3898,0.3182,53.82,25.46,4,8.31,0,1
STR-000918,TreatmentB,B02,99.03,1.38,0.1801,265,80.11,0.4732,0.5921,30.45,17.39,4,5.75,1,1
STR-000919,Control,B02,129.38,2.48,0.195,308,70.41,0.5523,0.1337,52.2,28.7,2,9.34,1,0
STR-000920,TreatmentB,B02,113.09,2.06,0.2363,470,22.23,0.6015,0.3275,15.24,33.46,2,5.34,1,0
STR-000921,Control,B01,100.44,2.41,0.2679,81,35.95,0.3423,0.1879,31.69,33.11,2,5.92,0,1
STR-000922,TreatmentB,B02,89.45,1.66,0.252,480,98.41,0.3141,0.477,18.48,24.98,3,4.94,0,0
STR-000923,TreatmentA,B03,86.76,1.78,0.1822,468,39.57,0.5147,0.1113,42.41,22.93,4,7.12,1,0
STR-000924,TreatmentA,B03,113.01,1.08,0.2395,126,18.76,0.582,0.3413,32.45,22.74,2,6.67,1,1
STR-000925,Control,B03,84.31,3.02,0.1738,161,40.27,0.3235,0.3852,40.29,30.07,0,9.26,0,0
STR-000926,TreatmentA,B03,57.25,1.76,0.1662,91,37.96,0.1312,0.1261,30.57,24.37,1,7.8,1,1
STR-000927,TreatmentB,B02,96.29,1.63,0.2338,169,15.97,0.5478,0.1707,43.53,26.03,4,5.93,1,0
STR-000928,TreatmentA,B03,75.26,1.53,0.1981,241,38.55,0.5382,0.4188,45.74,18.71,6,5.33,1,1
STR-000929,Control,B02,103.57,1.37,0.263,335,51.61,0.1682,0.4155,67.38,16.91,3,7.98,1,0
STR-000930,Control,B03,89.24,1.82,0.1563,475,25.37,0.3674,0.1381,43.41,26.31,5,5.52,0,1
STR-000931,TreatmentB,B03,120.46,1.53,0.1377,347,12.19,0.4827,0.381,11.72,32.26,4,5.98,1,1
STR-000932,TreatmentA,B03,112.12,1.69,0.2671,103,27.62,0.526,0.2672,23.69,41.3,3,8.29,0,1
STR-000933,TreatmentB,B03,101.91,1.38,0.2513,61,31.07,0.4329,0.1985,37.63,21.52,2,8.16,0,0
STR-000934,TreatmentB,B02,107.39,2.09,0.2004,191,50.19,0.6176,0.2905,9.38,13.94,3,7.88,1,0
STR-000935,Control,B03,103.54,4.14,0.1967,164,39.34,0.4089,0.1809,26.61,25.96,2,9.58,1,0
STR-000936,Control,B02,126.51,2.51,0.2546,821,73.47,0.2642,0.2227,49.9,22.67,2,5.27,0,1
STR-000937,Control,B02,114.36,1.71,0.227,311,15.31,0.441,0.3873,57.47,9.5,1,6.56,1,1
STR-000938,TreatmentB,B01,96.55,1.73,0.2554,181,81.92,0.3591,0.5128,15.1,28.64,2,6.75,1,0
STR-000939,TreatmentB,B01,91.68,1.53,0.1512,650,36.87,0.2504,0.2464,14.07,23.58,1,8.64,1,0
STR-000940,TreatmentB,B01,100.07,0.91,0.224,243,30.78,0.527,0.3019,14.22,27.66,1,8.05,1,1
STR-000941,TreatmentA,B01,71.82,1.55,0.2573,127,72.86,0.2115,0.4972,28.69,23.62,5,4.88,1,0
STR-000942,Control,B02,107.35,1.77,0.2143,55,7.88,0.5178,0.4194,39.41,23.99,4,9.39,1,1
STR-000943,Control,B01,77.75,1.87,0.1784,150,63.76,0.3607,0.1946,51.47,19.78,4,7.1,1,1
STR-000944,TreatmentA,B02,102.0,1.33,0.2375,291,51.67,0.354,0.2393,14.69,23.55,3,4.78,1,0
STR-000945,Control,B02,90.98,2.24,0.2391,130,23.35,0.4494,0.2713,41.25,22.85,3,4.88,0,1
STR-000946,Control,B02,113.99,2.15,0.264,661,33.37,0.2471,0.2743,29.23,36.08,1,5.78,0,1
STR-000947,TreatmentA,B01,90.41,1.43,0.2253,222,21.46,0.3397,0.4557,19.06,23.23,2,5.97,1,1
STR-000948,TreatmentA,B03,112.96,1.58,0.2403,143,70.56,0.1186,0.3541,48.06,25.11,2,5.83,0,0
STR-000949,TreatmentB,B01,100.12,1.33,0.1676,77,33.65,0.5444,0.3844,57.32,28.34,0,7.72,0,1
STR-000950,TreatmentA,B02,110.81,1.28,0.2358,210,35.17,0.3612,0.4489,46.25,19.63,3,5.77,1,0
STR-000951,Control,B01,99.45,1.82,0.2508,248,27.29,0.6609,0.4278,35.0,25.17,0,5.64,0,1
STR-000952,TreatmentB,B01,108.04,2.34,0.2632,283,13.9,0.3359,0.3176,27.53,36.98,5,8.33,0,0
STR-000953,TreatmentB,B01,70.65,1.54,0.1727,412,31.03,0.3874,0.151,8.26,31.55,1,5.67,1,0
STR-000954,TreatmentB,B02,103.65,0.82,0.2737,436,33.15,0.2381,0.3329,34.47,23.33,1,9.73,1,0
STR-000955,TreatmentA,B03,90.71,1.42,0.2154,275,11.51,0.526,0.4854,24.8,29.24,4,12.09,0,0
STR-000956,TreatmentA,B01,101.93,1.83,0.2111,415,13.76,0.1555,0.211,32.89,28.66,1,7.75,1,1
STR-000957,Control,B03,127.04,3.06,0.1781,259,33.98,0.3763,0.2018,82.28,31.46,1,10.94,1,0
STR-000958,Control,B01,99.98,3.03,0.2092,242,42.75,0.3163,0.296,29.5,17.07,3,7.58,0,0
STR-000959,TreatmentA,B01,90.27,2.55,0.2704,265,6.84,0.2693,0.3792,24.94,30.05,3,8.49,0,0
STR-000960,TreatmentB,B02,105.24,2.71,0.2955,1460,51.32,0.6892,0.1477,68.54,25.66,2,6.99,0,0
STR-000961,TreatmentB,B03,135.35,1.02,0.1491,120,35.77,0.557,0.3721,11.78,21.69,4,7.6,1,1
STR-000962,TreatmentB,B01,76.66,1.49,0.271,227,74.54,0.5442,0.3398,22.19,22.07,1,7.83,1,1
STR-000963,Control,B03,111.71,1.91,0.2349,139,97.68,0.4351,0.4391,44.97,20.53,0,6.19,1,1
STR-000964,Control,B01,104.84,3.52,0.2188,189,58.42,0.6554,0.3484,52.02,31.85,3,6.13,0,1
STR-000965,TreatmentA,B03,98.78,2.11,0.3067,241,9.78,0.396,0.2252,31.74,27.28,3,6.51,0,1
STR-000966,Control,B01,107.06,3.2,0.2054,156,7.68,0.4232,0.2762,47.05,21.61,5,7.33,0,1
STR-000967,TreatmentB,B02,99.99,1.97,0.1769,92,50.5,0.4216,0.271,9.92,28.03,2,7.26,1,0
STR-000968,Control,B01,94.16,2.08,0.1941,493,37.03,0.3269,0.4183,79.96,22.98,4,4.63,0,0
STR-000969,Control,B01,105.71,2.36,0.267,402,38.99,0.5512,0.289,35.37,22.67,2,9.27,0,0
STR-000970,TreatmentA,B01,94.46,2.61,0.2606,414,18.91,0.476,0.3799,11.26,35.25,1,7.67,1,1
STR-000971,TreatmentB,B02,79.09,1.4,0.2481,234,25.19,0.3848,0.1113,66.12,25.43,3,7.24,0,1
STR-000972,Control,B01,101.81,1.99,0.2235,249,42.75,0.4035,0.1802,40.7,28.3,1,4.98,0,0
STR-000973,TreatmentB,B03,93.64,1.49,0.2172,370,24.88,0.4733,0.3282,20.99,24.57,2,7.43,1,0
STR-000974,Control,B02,104.02,3.18,0.1634,123,41.17,0.541,0.4398,61.58,28.21,2,5.38,0,1
STR-000975,Control,B03,105.55,2.16,0.2007,184,27.25,0.3539,0.1578,67.96,20.5,1,5.94,1,0
STR-000976,TreatmentA,B03,133.49,1.74,0.2069,125,96.99,0.2259,0.4719,17.1,33.93,1,5.95,1,0
STR-000977,TreatmentA,B03,118.53,2.33,0.2529,372,15.38,0.3366,0.4033,35.45,22.45,2,6.64,0,1
STR-000978,Control,B02,92.17,2.99,0.2367,504,44.43,0.4197,0.3111,52.08,31.03,3,6.37,0,1
STR-000979,Control,B03,118.63,1.69,0.2357,102,9.23,0.4866,0.1807,28.09,23.56,2,9.5,0,0
STR-000980,Control,B03,98.97,1.63,0.1854,219,48.31,0.3761,0.1769,38.26,23.72,3,6.89,1,1
STR-000981,Control,B03,107.92,1.59,0.217,213,30.04,0.1568,0.1072,40.54,15.37,1,8.0,0,1
STR-000982,TreatmentB,B02,103.31,2.06,0.2227,231,12.44,0.4366,0.358,23.24,38.45,9,7.77,1,1
STR-000983,Control,B02,118.25,1.95,0.2064,702,19.64,0.4934,0.4155,80.77,28.12,1,6.21,0,1
STR-000984,TreatmentB,B03,99.13,3.04,0.2174,539,31.26,0.2979,0.1312,18.3,23.73,4,6.41,0,1
STR-000985,TreatmentB,B01,112.69,1.21,0.2828,158,19.38,0.6157,0.3665,10.08,18.13,2,7.54,1,1
STR-000986,TreatmentA,B02,123.88,1.82,0.2079,317,45.3,0.3396,0.3117,19.16,33.98,2,7.74,1,1
STR-000987,TreatmentB,B01,82.76,1.7,0.2376,292,22.0,0.3967,0.2871,44.89,28.92,3,4.46,1,0
STR-000988,TreatmentA,B01,93.33,1.4,0.2573,134,31.26,0.3123,0.4372,24.95,30.79,3,7.37,1,1
STR-000989,Control,B03,86.82,3.61,0.297,228,58.48,0.2463,0.3072,41.29,19.17,2,7.24,0,0
STR-000990,TreatmentA,B03,87.34,2.32,0.1922,645,24.67,0.5098,0.3026,29.33,32.48,3,4.0,1,0
STR-000991,Control,B02,109.04,1.75,0.2462,468,46.46,0.5627,0.3128,55.94,10.18,1,4.98,0,1
STR-000992,TreatmentB,B02,82.91,1.18,0.1787,233,32.24,0.1357,0.4082,14.21,20.48,2,6.6,1,1
STR-000993,TreatmentA,B03,95.77,1.84,0.326,127,12.0,0.3887,0.4098,22.7,28.09,4,7.0,0,1
STR-000994,Control,B03,86.39,3.61,0.2294,527,25.6,0.2864,0.4651,79.36,32.72,1,8.07,0,0
STR-000995,TreatmentB,B02,83.66,2.58,0.3002,207,11.64,0.4424,0.289,37.71,26.01,4,6.12,0,0
STR-000996,TreatmentB,B02,90.49,2.54,0.2473,139,34.33,0.5963,0.4124,38.42,25.83,5,6.75,1,1
STR-000997,TreatmentA,B03,76.23,1.32,0.1903,419,61.71,0.3027,0.2604,63.29,27.04,2,4.33,1,0
STR-000998,TreatmentB,B03,111.49,0.82,0.2498,294,91.42,0.5569,0.2267,60.48,21.73,0,6.2,0,0
STR-000999,TreatmentB,B03,123.15,1.42,0.2328,540,36.89,0.5638,0.4864,7.33,27.46,4,8.05,1,1
STR-001000,TreatmentB,B01,108.02,2.29,0.2207,470,33.77,0.4184,0.202,37.85,22.93,2,5.33,0,0
