sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-500821,Worker,Colony-C,39.4,37,0.203,31.7,24.2,5.26,25.26,0.459,25,12,24.46,0,1
NMR-500170,Worker,Colony-C,28.6,59,0.179,32.7,9.0,6.65,11.61,0.21,26,13,18.5,0,1
NMR-500649,Breeder,Colony-B,41.9,58,0.245,31.7,24.1,7.42,9.84,0.509,20,12,17.92,0,1
NMR-500079,Soldier,Colony-B,36.1,19,0.236,32.7,14.3,9.21,8.13,0.236,22,7,17.08,0,0
NMR-500118,Soldier,Colony-A,28.6,81,0.28,30.9,12.6,7.51,9.08,0.22,25,12,23.47,0,1
NMR-500513,Worker,Colony-B,28.4,31,0.163,32.9,12.7,6.54,8.51,0.189,30,9,18.84,1,1
NMR-500436,Breeder,Colony-C,29.7,22,0.404,31.2,34.7,6.84,7.51,0.238,24,14,16.79,0,0
NMR-500632,Worker,Colony-E,35.9,57,0.188,32.6,5.6,7.8,8.16,0.491,30,14,18.24,0,1
NMR-500914,Worker,Colony-A,24.8,49,0.214,33.3,31.0,7.51,7.71,0.244,34,12,17.81,0,0
NMR-500737,Soldier,Colony-B,28.7,33,0.2,31.5,35.0,6.49,11.76,0.169,26,7,22.23,1,0
NMR-500179,Soldier,Colony-C,37.4,55,0.197,30.9,18.4,6.17,9.08,0.153,21,12,18.56,1,0
NMR-500958,Breeder,Colony-C,39.8,31,0.232,32.1,21.7,7.5,9.22,0.398,22,11,21.43,0,1
NMR-500182,Worker,Colony-E,30.6,33,0.248,33.7,18.4,4.97,8.68,0.081,22,11,18.87,0,1
NMR-500226,Worker,Colony-D,22.5,34,0.175,32.9,12.2,6.55,15.6,0.14,21,12,25.39,1,1
NMR-500158,Breeder,Colony-E,45.0,59,0.215,34.1,24.9,7.85,6.45,0.266,30,13,19.25,0,0
NMR-500971,Breeder,Colony-A,37.4,92,0.254,31.7,15.1,6.61,3.93,0.101,22,10,24.05,0,0
NMR-500662,Soldier,Colony-A,46.1,62,0.415,33.0,14.8,8.13,9.05,0.132,23,11,22.28,0,0
NMR-500144,Breeder,Colony-A,27.6,81,0.379,33.1,19.7,7.05,9.79,0.298,25,11,19.29,0,1
NMR-500639,Worker,Colony-B,23.8,105,0.177,33.3,19.5,6.89,10.06,0.295,25,13,14.22,1,1
NMR-500823,Worker,Colony-D,25.5,106,0.22,32.1,16.5,3.73,11.3,0.083,14,10,23.08,1,0
NMR-500722,Worker,Colony-C,29.0,76,0.283,32.5,9.2,7.84,14.53,0.38,25,8,16.98,0,1
NMR-500090,Worker,Colony-A,25.8,61,0.429,30.8,29.9,5.07,12.46,0.276,25,11,19.94,0,0
NMR-500231,Soldier,Colony-A,34.0,45,0.164,32.7,21.7,6.35,6.07,0.256,22,14,26.27,1,1
NMR-500375,Soldier,Colony-D,29.5,73,0.37,32.8,12.2,8.23,5.38,0.152,26,6,20.74,0,1
NMR-500993,Soldier,Colony-A,40.3,83,0.288,32.4,39.4,6.51,8.21,0.122,20,12,19.24,1,1
NMR-500071,Queen,Colony-A,34.0,57,0.35,33.3,14.5,6.29,-2.52,0.094,30,10,14.23,0,0
NMR-500319,Worker,Colony-C,27.4,42,0.26,31.7,23.7,7.54,13.16,0.413,18,18,22.63,1,1
NMR-500976,Soldier,Colony-A,26.5,52,0.196,30.3,25.7,6.65,22.98,0.275,21,8,13.17,0,0
NMR-500670,Worker,Colony-E,22.0,59,0.272,33.6,35.5,7.7,12.29,0.373,15,16,18.27,0,0
NMR-500149,Worker,Colony-A,34.5,83,0.197,31.3,8.1,5.78,15.83,0.459,20,10,17.32,0,0
NMR-500444,Worker,Colony-E,25.9,36,0.249,30.9,23.7,6.18,11.24,0.577,26,11,20.52,1,0
NMR-500776,Soldier,Colony-C,31.2,58,0.158,33.6,12.6,5.0,9.2,0.394,22,12,17.89,0,0
NMR-500951,Worker,Colony-A,29.5,88,0.354,32.2,42.4,7.53,12.88,0.458,20,16,16.1,1,1
NMR-500359,Worker,Colony-C,27.2,95,0.268,33.3,16.4,8.65,11.42,0.199,20,10,13.88,0,1
NMR-500082,Soldier,Colony-D,41.1,37,0.123,33.0,29.1,7.18,19.71,0.266,33,14,22.93,1,1
NMR-500289,Worker,Colony-E,19.2,60,0.366,31.2,22.3,9.12,15.39,0.598,33,9,22.39,1,0
NMR-500323,Worker,Colony-D,24.1,106,0.255,31.8,18.8,3.01,11.89,0.148,32,15,18.32,1,0
NMR-500734,Worker,Colony-C,34.1,34,0.226,32.7,25.3,7.14,12.1,0.315,24,10,27.97,1,0
NMR-500301,Queen,Colony-C,34.0,63,0.215,31.4,30.6,5.26,3.98,0.172,25,12,19.12,1,0
NMR-500827,Worker,Colony-B,38.3,94,0.291,31.9,21.4,6.58,13.19,0.184,24,12,18.21,0,0
NMR-500155,Worker,Colony-C,23.3,78,0.301,31.2,18.1,5.63,21.86,0.266,21,11,22.06,1,0
NMR-500759,Worker,Colony-A,28.9,62,0.118,31.8,21.0,6.61,7.19,0.246,24,8,24.7,0,0
NMR-500352,Worker,Colony-E,32.8,32,0.223,33.0,21.3,8.44,12.93,0.144,23,13,22.15,1,0
NMR-500280,Queen,Colony-A,26.6,31,0.498,31.2,11.6,7.85,0.21,0.205,19,16,16.03,0,0
NMR-500329,Soldier,Colony-B,41.8,79,0.26,32.7,15.2,5.77,26.48,0.216,17,10,16.0,0,0
NMR-500752,Soldier,Colony-C,33.3,49,0.169,31.2,26.2,7.34,16.0,0.128,34,13,19.75,1,0
NMR-500715,Breeder,Colony-C,47.8,46,0.196,33.2,14.1,7.46,35.51,0.062,19,11,20.83,1,0
NMR-500427,Worker,Colony-E,27.1,88,0.296,31.8,10.8,6.32,19.89,0.466,22,8,25.98,0,1
NMR-500710,Soldier,Colony-A,30.0,34,0.242,33.0,20.5,6.73,5.48,0.267,19,9,19.07,0,0
NMR-500762,Worker,Colony-C,23.6,95,0.277,32.4,13.3,5.29,15.28,0.184,22,14,18.04,0,0
NMR-500432,Worker,Colony-A,36.1,97,0.177,32.8,9.8,5.2,14.43,0.217,24,6,17.54,0,0
NMR-500421,Worker,Colony-A,31.9,42,0.332,33.1,7.1,6.18,10.89,0.125,28,11,20.65,0,0
NMR-500834,Soldier,Colony-A,34.4,49,0.313,33.8,31.5,6.13,9.28,0.171,30,10,20.02,1,0
NMR-500733,Worker,Colony-A,23.7,64,0.236,32.9,42.1,7.3,10.02,0.306,26,9,15.05,1,0
NMR-500876,Breeder,Colony-E,38.0,23,0.373,33.6,20.3,8.89,6.43,0.151,26,13,18.7,0,0
NMR-500969,Soldier,Colony-C,27.6,88,0.231,32.2,16.4,6.82,4.4,0.252,24,14,19.69,0,1
NMR-500905,Soldier,Colony-A,34.6,42,0.291,32.3,8.0,7.1,14.52,0.113,32,12,13.03,0,0
NMR-500967,Soldier,Colony-B,39.1,50,0.117,33.3,36.0,5.87,6.82,0.152,23,9,18.1,1,0
NMR-500505,Worker,Colony-D,34.8,57,0.181,33.5,31.0,6.0,23.1,0.313,28,8,18.35,1,0
NMR-500845,Worker,Colony-D,39.3,18,0.246,31.7,30.2,6.65,14.25,0.223,25,11,17.14,1,1
NMR-500021,Worker,Colony-B,31.0,26,0.134,31.7,15.2,6.42,15.81,0.305,14,10,14.95,0,1
NMR-500877,Worker,Colony-E,36.4,27,0.333,31.7,24.3,8.12,8.69,0.258,19,11,14.9,1,0
NMR-500110,Worker,Colony-C,21.6,57,0.112,33.3,20.4,5.71,11.02,0.204,27,7,21.27,1,0
NMR-500908,Worker,Colony-E,26.1,42,0.777,30.9,11.9,6.83,12.03,0.357,20,9,21.18,0,0
NMR-500177,Soldier,Colony-A,29.1,68,0.214,31.2,7.4,7.09,12.0,0.453,25,7,22.39,0,0
NMR-500583,Worker,Colony-A,31.0,113,0.299,32.9,11.9,7.32,10.92,0.48,20,5,19.16,0,1
NMR-500763,Worker,Colony-C,22.1,62,0.223,30.9,36.1,6.51,12.71,0.341,22,10,18.91,1,0
NMR-500204,Worker,Colony-B,33.8,83,0.207,31.4,16.5,7.16,9.11,0.138,12,13,24.02,1,0
NMR-500124,Worker,Colony-C,26.5,79,0.288,32.8,25.4,6.29,5.97,0.196,35,11,22.29,0,1
NMR-500602,Worker,Colony-B,29.4,47,0.192,32.8,43.9,6.97,22.96,0.307,17,11,22.89,1,0
